,Unnamed: 0,EPISODE_ID,BEGIN_DATE,DURACION,END_DATE,GRANIZO,LAT,LLUVIA,LON,NIEVE,RANGE,T. ELECTRICA,TORNADO,VIENTO,ACCIDENTES,ZONA
202,202,1205553,2006-03-13 01:15:00,22.0333333333,2006-03-13 23:17:00,1.0,41.135,0,-87.44,0,55.591959841,0,0,3,0,14
203,203,1205559,2006-03-11 06:37:00,0.5,2006-03-11 07:07:00,1.0,38.2525,0,-86.6575,0,25.8132175376,0,0,0,0,1
204,204,68023,2012-09-17 15:00:00,1.0,2012-09-17 16:00:00,0.0,37.93,1,-87.9,0,1.32944756907,0,0,0,0,3
205,205,39763,2010-06-15 19:16:00,3.48333333333,2010-06-15 22:45:00,0.0,39.22232,3,-85.20741,0,27.133133257,0,0,3,0,5
206,206,1205797,2006-03-12 05:30:00,2.0,2006-03-12 07:30:00,0.0,38.3,3,-87.58,0,2.17697331186,0,0,0,0,3
207,207,70737,2013-01-29 19:30:00,5.25,2013-01-30 00:45:00,0.0,38.0914,0,-87.39,0,48.2225818408,0,0,1,0,3
208,208,1205799,2006-03-12 05:30:00,2.0,2006-03-12 07:30:00,0.0,38.03,3,-87.85,0,2.17697331186,0,0,0,0,3
209,209,1205798,2006-03-12 05:30:00,2.0,2006-03-12 07:30:00,0.0,38.38,3,-87.27,0,2.17697331186,0,0,0,0,3
210,210,71995,2013-04-10 12:24:00,5.6,2013-04-10 18:00:00,2.0,39.9939465116,2,-86.2790011628,0,147.589628286,0,0,3,0,9
211,211,27556,2009-03-10 20:28:00,35.2833333333,2009-03-12 07:45:00,0.0,41.2308571429,3,-85.9026357143,0,150.116444808,0,0,0,0,4
213,213,29299,2009-06-10 07:30:00,7.21666666667,2009-06-10 14:43:00,0.0,38.315,1,-87.4,0,23.7264861657,0,0,3,0,3
214,214,68629,2012-09-07 19:02:00,4.16666666667,2012-09-07 23:12:00,0.0,39.0912166667,0,-85.0607583333,0,102.329719769,0,0,3,0,5
215,215,40761,2010-05-21 16:51:00,1.68333333333,2010-05-21 18:32:00,0.75,38.39925,0,-86.45915,0,29.5487821743,0,0,3,0,1
216,216,89700,2014-08-26 07:21:00,2.66666666667,2014-08-26 10:01:00,0.0,41.5466666667,0,-86.53,0,36.3336338514,0,0,3,0,13
217,217,1186610,2005-04-22 02:15:00,20.1666666667,2005-04-22 22:25:00,1.75,39.3940566038,0,-86.2653773585,0,171.016024947,0,0,3,1,9
218,218,1186611,2005-04-12 20:15:00,1.0,2005-04-12 21:15:00,0.0,38.78,3,-86.95,0,2.17697331186,0,0,0,0,6
219,219,1186341,2005-03-28 03:04:00,8.93333333333,2005-03-28 12:00:00,0.0,40.735,2,-86.04,0,127.315938221,0,0,0,0,13
221,221,18361,2008-06-15 15:45:00,3.73333333333,2008-06-15 19:29:00,2.75,41.1804727273,0,-85.9005939394,0,151.987276621,0,0,3,0,4
223,223,79739,2013-09-19 10:17:00,6.6,2013-09-19 16:53:00,1.75,41.06009,0,-87.33672,0,81.7811215559,0,0,3,0,14
224,224,79738,2013-09-18 20:45:00,3.25,2013-09-19 00:00:00,0.0,41.65695,2,-87.5043,0,2.62189817356,0,0,0,0,0
225,225,67780,2012-09-07 10:18:00,1.8,2012-09-07 12:06:00,0.0,40.76625,0,-85.75125,0,93.5831143796,0,0,3,0,8
227,227,1193420,2005-06-30 19:18:00,2.2,2005-06-30 21:30:00,0.0,39.8475,2,-85.0175,0,22.4856688706,0,0,3,0,12
228,228,22382,2008-08-05 05:33:00,3.45,2008-08-05 09:00:00,0.0,41.051625,2,-87.31465,0,42.8600373287,0,0,3,0,14
229,229,52832,2011-05-07 18:18:00,7.2,2011-05-08 01:30:00,1.5,39.54205,3,-87.415225,0,60.8343154979,0,0,3,0,6
230,230,1210745,2006-05-17 17:38:00,4.86666666667,2006-05-17 22:30:00,0.0,39.825,2,-84.95,0,7.74542921558,0,0,3,0,12
231,231,19160,2008-06-13 07:05:00,20.1666666667,2008-06-14 03:15:00,0.0,39.425595,3,-86.43549,0,98.1442760782,0,0,3,1,7
232,232,51051,2011-04-22 23:20:00,0.95,2011-04-23 00:17:00,2.0,40.61418,0,-85.31942,0,83.856359433,0,0,0,0,8
234,234,50053,2011-03-23 13:19:00,1.13333333333,2011-03-23 14:27:00,1.0,38.58695,0,-85.9918,0,105.373856786,0,0,3,0,11
235,235,88832,2014-07-23 00:45:00,0.266666666667,2014-07-23 01:01:00,1.5,41.75,0,-86.045,0,9.45665610156,0,0,0,0,4
236,236,12739,2008-01-29 17:03:00,1.66666666667,2008-01-29 18:43:00,1.0,38.1612636364,0,-87.5191545455,0,67.2161607068,0,3,3,0,3
237,237,86248,2014-05-20 21:21:00,6.2,2014-05-21 03:33:00,1.25,41.5245454545,0,-85.5772727273,0,135.159821907,0,0,3,0,4
238,238,31968,2009-08-18 19:03:00,2.45,2009-08-18 21:30:00,0.0,37.9763,3,-87.4038,0,4.04877458878,0,0,0,0,3
239,239,51636,2011-07-02 14:45:00,10.25,2011-07-03 01:00:00,2.0,41.23184375,3,-86.322684375,0,118.340608152,0,0,3,0,13
241,241,73451,2013-05-21 01:10:00,1.86666666667,2013-05-21 03:02:00,0.0,39.7006677419,0,-86.4007032258,0,172.918957872,0,1,3,0,9
242,242,27121,2009-03-10 04:00:00,52.0,2009-03-12 08:00:00,0.0,41.0238,3,-87.3196333333,0,96.2180770586,0,0,0,0,14
243,243,65448,2012-07-24 04:25:00,4.4,2012-07-24 08:49:00,0.0,41.055,0,-86.281875,0,122.884619729,0,0,3,0,13
246,246,1184449,2005-01-05 18:00:00,21.0,2005-01-06 15:00:00,0.0,40.355,2,-85.985,0,130.936746194,0,0,0,1,2
247,247,80762,2013-11-17 17:37:00,0.866666666667,2013-11-17 18:29:00,0.0,39.3625,0,-85.125,0,80.3232135071,0,0,3,0,5
248,248,75467,2013-06-30 13:45:00,1.25,2013-06-30 15:00:00,0.0,38.05,1,-87.27,0,1.32944756907,0,0,0,0,3
249,249,75465,2013-06-22 14:25:00,1.26666666667,2013-06-22 15:41:00,0.0,40.8158571429,0,-85.6117428571,0,52.8370513585,0,0,3,0,8
250,250,1207816,2006-04-02 19:44:00,1.26666666667,2006-04-02 21:00:00,0.88,38.3805263158,0,-86.3305263158,0,108.887832973,0,0,3,0,1
251,251,75869,2013-06-12 17:02:00,5.26666666667,2013-06-12 22:18:00,2.0,40.9698589286,0,-86.0928982143,0,133.163505571,0,0,3,0,13
253,253,19586,2008-06-10 05:42:00,57.7,2008-06-12 15:24:00,0.0,39.49505,2,-86.392,0,3.12162326663,0,0,0,0,7
254,254,87750,2014-06-23 16:55:00,6.08333333333,2014-06-23 23:00:00,0.0,40.742675,3,-87.404875,0,24.3186838903,0,0,0,0,14
258,258,49551,2011-04-26 16:32:00,0.333333333333,2011-04-26 16:52:00,2.0,38.0133333333,0,-87.3133333333,0,14.8850112862,0,0,0,0,3
259,259,63078,2012-05-04 20:30:00,0.516666666667,2012-05-04 21:01:00,1.25,38.012,0,-87.612,0,24.1503194386,0,0,0,0,3
260,260,85736,2014-06-04 14:15:00,4.25,2014-06-04 18:30:00,0.88,38.0460333333,3,-87.4268833333,0,34.6100420026,0,0,0,0,3
261,261,6345,2007-05-15 08:00:00,12.6166666667,2007-05-15 20:37:00,0.0,38.55242,0,-86.05958,0,60.9791411178,0,0,3,0,1
262,262,90902,2014-09-20 13:50:00,10.5833333333,2014-09-21 00:25:00,0.88,41.270135,0,-87.26221,0,88.1193942293,0,0,3,0,0
263,263,56061,2011-08-09 14:10:00,3.08333333333,2011-08-09 17:15:00,1.0,41.3478,0,-85.31375,0,97.3677770006,0,0,3,0,4
264,264,87359,2014-06-17 19:06:00,1.1,2014-06-17 20:12:00,1.75,41.5775,0,-86.4,0,21.5931744186,0,0,0,0,13
265,265,63418,2012-05-04 13:50:00,7.43333333333,2012-05-04 21:16:00,0.88,39.235,0,-86.75,0,133.22610508,0,0,3,0,7
266,266,63789,2012-05-31 14:02:00,0.866666666667,2012-05-31 14:54:00,1.0,37.9048833333,1,-87.2166666667,0,39.909006027,0,0,3,0,3
267,267,51146,2011-04-09 09:05:00,1.4,2011-04-09 10:29:00,1.0,38.3838045455,0,-86.1646772727,0,94.8457727432,0,0,3,0,1
268,268,1184629,2005-01-12 03:54:00,3.85,2005-01-12 07:45:00,0.0,40.4733333333,3,-85.3266666667,0,40.9172754848,0,0,0,0,8
269,269,48336,2011-02-26 08:00:00,63.9833333333,2011-02-28 23:59:00,0.0,38.100375,2,-87.7479,0,47.709067247,0,0,0,0,3
270,270,1183675,2005-01-18 06:28:00,4.53333333333,2005-01-18 11:00:00,0.0,39.37,3,-87.48,0,2.17697331186,0,0,0,0,6
271,271,1183674,2005-01-17 04:49:00,6.18333333333,2005-01-17 11:00:00,0.0,39.1,3,-87.67,0,2.17697331186,0,0,0,0,6
272,272,1183673,2005-01-15 18:30:00,3.5,2005-01-15 22:00:00,0.0,39.47,3,-87.4,0,2.17697331186,0,0,0,0,6
273,273,1183672,2005-01-09 03:03:00,81.95,2005-01-12 13:00:00,0.0,40.084,3,-86.225,0,208.768214243,0,0,0,0,2
274,274,90125,2014-09-10 20:45:00,1.25,2014-09-10 22:00:00,0.0,38.3295,1,-87.5961,0,3.21868,0,0,0,0,3
275,275,54211,2011-06-20 01:00:00,11.0,2011-06-20 12:00:00,1.75,39.449856,3,-86.181942,0,115.850907753,0,0,3,0,9
276,276,54213,2011-06-26 01:00:00,3.5,2011-06-26 04:30:00,0.0,38.6830166667,3,-87.0694833333,0,51.7109005184,0,0,0,0,6
277,277,1196285,2005-07-20 21:15:00,2.5,2005-07-20 23:45:00,0.0,41.6775,0,-85.825,0,105.331248218,0,0,3,0,4
278,278,1196286,2005-07-21 15:10:00,7.68333333333,2005-07-21 22:51:00,1.0,41.2527777778,0,-86.1119444444,0,137.465712371,0,0,3,0,13
279,279,1196281,2005-07-18 15:25:00,0.966666666667,2005-07-18 16:23:00,0.0,41.4766666667,0,-85.5233333333,0,37.673269552,0,0,3,0,4
280,280,54694,2011-06-15 09:45:00,7.31666666667,2011-06-15 17:04:00,0.75,39.4328,0,-86.4278,0,161.381912061,0,0,0,0,7
283,283,68941,2012-09-21 17:15:00,2.26666666667,2012-09-21 19:31:00,1.75,39.8041157895,0,-86.3363929825,0,106.897204561,0,0,3,1,9
284,284,90725,2014-11-24 10:13:00,8.78333333333,2014-11-24 19:00:00,0.0,41.1164,2,-85.2698,0,6.75447030965,0,0,2,0,8
285,285,1205786,2006-03-09 14:00:00,3.0,2006-03-09 17:00:00,0.0,38.3,3,-87.58,0,2.17697331186,0,0,0,0,3
286,286,1205787,2006-03-09 14:00:00,3.0,2006-03-09 17:00:00,0.0,38.03,3,-87.85,0,2.17697331186,0,0,0,0,3
287,287,1205788,2006-03-09 14:03:00,2.95,2006-03-09 17:00:00,0.0,38.03,3,-87.6,0,2.17697331186,0,0,0,0,3
288,288,1205789,2006-03-09 14:20:00,2.66666666667,2006-03-09 17:00:00,0.0,37.95,3,-87.42,0,2.17697331186,0,0,0,0,3
289,289,59800,2012-01-01 00:00:00,12.0,2012-01-01 12:00:00,0.0,38.1341,2,-87.93455,0,1.22448987611,0,0,0,0,3
290,290,12932,2007-12-23 03:03:00,2.96666666667,2007-12-23 06:01:00,0.0,41.5537666667,0,-85.8641083333,0,115.262287726,0,0,3,0,4
291,291,26837,2009-03-08 16:22:00,0.366666666667,2009-03-08 16:44:00,0.0,39.102675,0,-85.228575,0,24.3407226511,0,2,3,0,5
292,292,59155,2012-01-17 09:44:00,17.5166666667,2012-01-18 03:15:00,0.0,38.490325,2,-86.12393125,0,106.157690397,0,1,3,0,1
293,293,5462,2007-06-26 14:50:00,1.66666666667,2007-06-26 16:30:00,0.0,38.10725,1,-87.78,0,2.63081267288,0,0,3,0,3
294,294,28533,2009-05-27 21:00:00,2.5,2009-05-27 23:30:00,0.0,39.425575,3,-87.28715,0,39.3112670499,0,0,0,0,6
295,295,28531,2009-04-13 14:52:00,1.35,2009-04-13 16:13:00,1.75,38.99,0,-85.9942857143,0,72.1305743198,0,0,0,0,11
296,296,28530,2009-04-29 06:30:00,0.75,2009-04-29 07:15:00,0.0,39.8654,2,-85.8675,0,2.54271907055,0,0,0,0,9
299,299,48598,2011-03-23 13:27:00,7.48333333333,2011-03-23 20:56:00,1.0,39.4662777778,0,-85.1876777778,0,62.3721927652,0,0,0,0,12
300,300,14186,2008-03-01 00:00:00,29.6666666667,2008-03-02 05:40:00,0.0,39.060475,2,-87.610325,0,14.7456180847,0,0,0,0,6
301,301,30771,2009-06-02 13:54:00,7.41666666667,2009-06-02 21:19:00,1.75,39.4874083333,0,-84.964325,0,107.751139133,0,0,0,0,12
303,303,1197265,2005-08-10 12:05:00,3.68333333333,2005-08-10 15:46:00,0.75,40.16,0,-86.395,0,124.295745093,0,0,3,0,2
304,304,28408,2009-06-19 03:40:00,4.46666666667,2009-06-19 08:08:00,0.75,41.4715315789,0,-85.8054157895,0,100.060900293,0,0,3,0,4
305,305,2986,2007-04-11 15:10:00,0.666666666667,2007-04-11 15:50:00,1.0,38.06875,0,-87.262475,0,39.8367820936,0,0,3,0,3
306,306,39560,2010-06-05 23:40:00,1.18333333333,2010-06-06 00:51:00,0.0,41.2266555556,0,-85.6824166667,0,153.489756504,0,1,3,0,4
307,307,1208070,2006-04-02 19:26:00,2.4,2006-04-02 21:50:00,0.88,39.5068604651,0,-86.6030232558,0,185.65169203,0,2,3,0,7
308,308,89825,2014-08-21 17:05:00,17.6666666667,2014-08-22 10:45:00,0.0,40.8282875,3,-86.1104375,0,103.667561552,0,0,3,0,13
309,309,27710,2009-04-05 20:50:00,5.16666666667,2009-04-06 02:00:00,0.0,41.4647166667,2,-87.2646166667,0,29.6146378966,0,0,0,0,0
310,310,1208094,2006-04-14 19:18:00,5.2,2006-04-15 00:30:00,2.0,39.355,2,-85.0922727273,0,47.7438844575,0,0,3,0,5
311,311,8282,2007-07-04 14:22:00,0.366666666667,2007-07-04 14:44:00,0.75,38.985,0,-84.97,0,13.9177533244,0,0,3,0,5
312,312,13053,2008-01-29 19:15:00,1.33333333333,2008-01-29 20:35:00,0.88,38.41494,0,-86.1686766667,0,104.979471464,0,2,3,0,1
313,313,5679,2007-05-15 13:45:00,0.583333333333,2007-05-15 14:20:00,0.75,41.4450533333,0,-87.30506,0,102.00944066,0,0,3,0,0
314,314,89004,2014-08-17 05:00:00,6.0,2014-08-17 11:00:00,0.0,37.98,1,-87.55,0,1.32944756907,0,0,0,0,3
315,315,40444,2010-05-31 15:24:00,4.43333333333,2010-05-31 19:50:00,0.88,40.4391875,3,-86.21019375,0,74.9814051235,0,0,3,0,2
317,317,86664,2014-07-26 13:20:00,1.48333333333,2014-07-26 14:49:00,2.0,40.95875,0,-85.44875,0,62.9063554016,0,0,0,0,8
320,320,89482,2014-10-06 18:44:00,0.683333333333,2014-10-06 19:25:00,1.0,38.36,0,-85.9,0,20.6942639015,0,0,0,0,1
321,321,79617,2013-09-11 17:05:00,0.383333333333,2013-09-11 17:28:00,0.0,41.67,0,-85.2375,0,29.7808411072,0,0,3,0,4
322,322,32476,2009-07-31 01:11:00,2.25,2009-07-31 03:26:00,0.0,39.01525,3,-85.964,0,9.63249215665,0,0,0,0,11
323,323,23241,2008-09-14 07:00:00,77.0,2008-09-17 12:00:00,0.0,41.3186333333,3,-87.2379166667,0,85.5664111854,0,0,0,0,0
324,324,29885,2009-05-08 13:05:00,1.88333333333,2009-05-08 14:58:00,0.0,38.09,1,-86.56,0,31.3702546837,0,0,3,0,1
325,325,50689,2011-04-26 02:40:00,25.5833333333,2011-04-27 04:15:00,1.0,38.7885666667,3,-86.3963833333,0,69.6855069864,0,0,3,0,1
326,326,50685,2011-04-19 08:21:00,3.78333333333,2011-04-19 12:08:00,1.75,39.74764375,3,-86.5689,0,154.865818589,0,0,0,0,7
327,327,1212599,2006-06-21 17:29:00,0.483333333333,2006-06-21 17:58:00,1.5,41.3066666667,0,-87.2166666667,0,24.6918337491,0,0,3,0,0
328,328,1188729,2005-05-11 14:40:00,6.53333333333,2005-05-11 21:12:00,2.5,39.9882608696,3,-85.9469565217,0,140.148836323,0,0,3,2,2
329,329,55271,2011-08-07 03:26:00,1.06666666667,2011-08-07 04:30:00,0.0,38.26355,3,-87.5123,0,7.46877110699,0,0,0,0,3
330,330,15336,2008-04-03 20:00:00,6.0,2008-04-04 02:00:00,0.0,38.0013166667,3,-87.4375166667,0,63.1540064891,0,0,0,0,3
331,331,76832,2013-06-01 01:07:00,1.31666666667,2013-06-01 02:26:00,0.0,39.203075,0,-86.8663,0,141.835636203,0,0,3,0,7
333,333,1197575,2005-08-28 20:25:00,1.08333333333,2005-08-28 21:30:00,0.0,37.955,3,-87.775,0,16.5290916514,0,0,0,0,3
334,334,55651,2011-08-07 09:58:00,10.55,2011-08-07 20:31:00,1.75,40.9036363636,0,-86.0345454545,0,115.28928393,0,0,3,0,13
335,335,51338,2011-04-19 20:06:00,6.9,2011-04-20 03:00:00,1.75,39.6406273585,3,-86.7417339623,0,202.880878774,0,2,3,0,7
336,336,1197573,2005-08-26 02:00:00,5.0,2005-08-26 07:00:00,0.0,37.98,3,-87.55,0,2.17697331186,0,0,0,0,3
337,337,16214,2008-05-30 18:10:00,7.33333333333,2008-05-31 01:30:00,1.75,39.9395957447,3,-86.2722755319,0,132.818223472,0,2,3,0,9
338,338,16213,2008-05-11 06:00:00,10.75,2008-05-11 16:45:00,0.0,39.8155636364,0,-85.5547545455,0,174.604727028,0,1,3,0,12
339,339,51802,2011-06-19 06:31:00,1.03333333333,2011-06-19 07:33:00,0.0,38.4432857143,0,-86.1435642857,0,78.7279047957,0,1,3,0,1
340,340,56304,2011-07-30 10:22:00,2.13333333333,2011-07-30 12:30:00,0.0,38.58535,2,-87.54095,0,1.33803410787,0,0,0,0,3
341,341,74477,2013-07-01 18:36:00,4.9,2013-07-01 23:30:00,0.0,38.748275,3,-85.45065,0,23.4251216765,0,0,0,0,11
342,342,1210748,2006-05-18 11:05:00,3.23333333333,2006-05-18 14:19:00,1.75,39.27,0,-85.0575,0,84.0983570566,0,0,3,0,5
343,343,12690,2007-12-15 17:30:00,90.0,2007-12-19 11:30:00,0.0,38.1095166667,2,-86.2270333333,0,67.5977365143,0,0,0,1,1
344,344,56271,2011-07-11 18:55:00,1.66666666667,2011-07-11 20:35:00,1.75,40.1789888889,0,-85.8782444444,0,116.522636697,0,0,3,0,2
345,345,56274,2011-07-20 15:15:00,1.91666666667,2011-07-20 17:10:00,0.0,39.2285,0,-86.1770333333,0,123.210306424,0,0,3,0,9
346,346,1210467,2006-05-24 16:59:00,1.16666666667,2006-05-24 18:09:00,1.0,40.7466666667,0,-87.3166666667,0,43.2441800345,0,0,3,0,14
347,347,53179,2011-06-30 17:34:00,0.366666666667,2011-06-30 17:56:00,1.0,41.575,0,-87.225,0,4.59721994252,0,0,0,0,0
348,348,4507,2007-06-08 12:09:00,0.65,2007-06-08 12:48:00,0.75,40.8383333333,0,-85.2516666667,0,72.9925976825,0,0,3,0,8
349,349,1198927,2005-09-19 17:05:00,5.75,2005-09-19 22:50:00,0.75,39.9090909091,0,-86.1736363636,0,196.479727087,0,0,3,0,9
350,350,1198924,2005-09-24 03:45:00,2.25,2005-09-24 06:00:00,0.0,39.815,3,-85.915,0,80.1365671381,0,0,0,0,9
351,351,90914,2014-10-13 18:38:00,1.2,2014-10-13 19:50:00,0.0,38.722625,0,-86.9686,0,58.1639661362,0,0,3,0,6
352,352,90913,2014-10-07 12:05:00,5.51666666667,2014-10-07 17:36:00,1.0,39.0150125,0,-86.8010375,0,72.6811912506,0,1,0,0,6
353,353,57250,2011-08-24 19:16:00,3.58333333333,2011-08-24 22:51:00,1.75,40.3025,0,-86.7775,0,111.574914917,0,0,3,0,10
354,354,43164,2010-07-15 13:12:00,0.7,2010-07-15 13:54:00,0.0,41.0536,0,-85.843525,0,75.3870322369,0,0,3,0,4
356,356,85276,2014-06-23 15:50:00,1.41666666667,2014-06-23 17:15:00,0.0,38.59195,0,-86.1637,0,93.4891176824,0,0,3,0,1
357,357,57324,2011-09-18 16:00:00,2.0,2011-09-18 18:00:00,0.0,38.03,1,-87.53,0,1.32944756907,0,0,0,0,3
359,359,10691,2007-10-18 05:30:00,16.0,2007-10-18 21:30:00,1.75,39.75004375,0,-86.74060625,0,149.342032641,0,0,3,0,7
360,360,17011,2008-05-30 22:29:00,2.18333333333,2008-05-31 00:40:00,0.0,39.6837,0,-84.99477,0,54.5151549748,0,0,3,0,12
361,361,36570,2010-03-12 14:21:00,1.06666666667,2010-03-12 15:25:00,1.0,39.16,0,-85.20854,0,29.6195747159,0,0,0,0,5
362,362,2406,2007-01-28 00:00:00,72.0,2007-01-31 00:00:00,0.0,39.1143,2,-86.42,0,12.87472,0,0,0,1,7
363,363,4980,2007-05-02 13:54:00,4.1,2007-05-02 18:00:00,0.88,38.7066666667,3,-86.6858666667,0,7.16340379654,0,0,0,0,1
364,364,2404,2007-01-13 15:15:00,90.7833333333,2007-01-17 10:02:00,0.0,39.52,2,-85.78,0,2.1328433314,0,0,0,0,9
365,365,53954,2011-07-01 00:00:00,42.0,2011-07-02 18:00:00,0.0,38.3845,2,-87.622025,0,51.8910975533,0,0,0,0,3
367,367,60590,2012-01-17 10:21:00,1.0,2012-01-17 11:21:00,0.0,39.14045,2,-85.2996,0,3.62719360318,0,0,0,0,5
368,368,41091,2010-06-11 08:05:00,1.08333333333,2010-06-11 09:10:00,0.0,41.15665,3,-85.5024,0,4.40038144317,0,0,0,0,4
370,370,54689,2011-06-21 12:02:00,6.71666666667,2011-06-21 18:45:00,0.0,39.80856,0,-86.44152,0,160.143332509,0,0,3,0,9
373,373,33431,2009-09-22 13:00:00,1.5,2009-09-22 14:30:00,0.0,38.058,3,-87.2712,0,2.90659473348,0,0,0,0,3
374,374,1183579,2005-01-05 10:37:00,21.7333333333,2005-01-06 08:21:00,0.0,38.67,2,-87.35,0,2.1328433314,0,0,0,0,6
375,375,74749,2013-05-16 16:40:00,1.0,2013-05-16 17:40:00,0.0,39.6815,1,-84.8157,0,4.6509926,0,0,0,0,12
376,376,1189323,2005-05-13 15:10:00,0.4,2005-05-13 15:34:00,0.0,39.43,0,-85.015,0,31.9538174636,0,0,3,0,12
377,377,58491,2011-12-05 07:00:00,31.0,2011-12-06 14:00:00,0.0,38.615,2,-85.91455,0,42.8567064726,0,0,0,0,11
378,378,39636,2010-06-12 20:40:00,0.666666666667,2010-06-12 21:20:00,0.0,39.3740833333,0,-85.0206833333,0,67.6415230593,0,0,3,0,5
379,379,87382,2014-07-07 18:00:00,2.0,2014-07-07 20:00:00,0.0,38.766175,3,-85.060425,0,9.21775663989,0,0,3,0,5
383,383,48582,2011-02-27 22:08:00,6.03333333333,2011-02-28 04:10:00,1.0,39.8477708333,0,-86.288225,0,120.504760675,0,2,3,0,9
385,385,83893,2014-05-14 07:46:00,1.23333333333,2014-05-14 09:00:00,0.0,38.14485,3,-86.64415,0,63.0595499578,0,0,0,0,1
386,386,37730,2010-05-07 16:27:00,1.06666666667,2010-05-07 17:31:00,1.75,41.1042857143,0,-85.1971428571,0,53.6268077236,0,0,3,0,8
387,387,15953,2008-05-30 17:15:00,5.83333333333,2008-05-30 23:05:00,0.0,40.76723,0,-85.6495,0,99.301172602,0,2,3,0,8
388,388,50213,2011-04-19 19:34:00,0.933333333333,2011-04-19 20:30:00,0.0,40.686225,0,-87.3373125,0,72.6973226475,0,0,3,0,14
390,390,59566,2011-12-04 15:00:00,42.0,2011-12-06 09:00:00,0.0,37.99125,2,-87.43125,0,66.5580552732,0,0,0,0,3
391,391,66306,2012-09-05 14:26:00,0.9,2012-09-05 15:20:00,0.0,38.28062,2,-85.84753,0,33.5275568882,0,0,3,0,1
392,392,58763,2011-11-27 11:00:00,84.9833333333,2011-11-30 23:59:00,0.0,38.2173625,2,-87.53185,0,60.1364736729,0,0,0,0,3
393,393,1208069,2006-04-14 01:30:00,20.85,2006-04-14 22:21:00,2.75,39.8984810127,3,-86.281835443,0,176.126507421,0,1,3,0,9
394,394,18741,2008-06-09 14:23:00,3.3,2008-06-09 17:41:00,0.0,41.032,0,-85.108,0,90.926176106,0,0,3,0,8
395,395,47811,2011-02-24 14:00:00,7.5,2011-02-24 21:30:00,0.0,37.9416666667,1,-87.3348166667,0,34.1976971745,0,0,0,0,3
396,396,1208066,2006-04-16 15:15:00,31.75,2006-04-17 23:00:00,0.88,40.1425,3,-86.82125,0,204.983020343,0,0,0,0,10
397,397,1208067,2006-04-14 02:15:00,0.9,2006-04-14 03:09:00,0.88,39.512,0,-87.008,0,70.388425077,0,0,3,0,7
398,398,1208064,2006-04-19 00:00:00,6.0,2006-04-19 06:00:00,1.0,38.7371428571,3,-87.4057142857,0,50.9945668225,0,0,3,0,6
399,399,1208065,2006-04-16 07:31:00,0.566666666667,2006-04-16 08:05:00,1.75,39.55,0,-87.305,0,87.1093903833,0,0,0,0,6
400,400,8501,2007-08-19 19:19:00,3.8,2007-08-19 23:07:00,1.75,39.88453,0,-86.24471,0,93.2281193855,0,0,3,0,9
401,401,1219757,2006-09-27 15:55:00,1.35,2006-09-27 17:16:00,0.88,40.7533333333,0,-85.5133333333,0,93.0939860373,0,0,0,0,8
402,402,8504,2007-08-20 14:38:00,1.03333333333,2007-08-20 15:40:00,0.0,39.84,1,-86.1,0,11.6306940113,0,0,0,0,9
403,403,1208086,2006-04-02 21:15:00,0.733333333333,2006-04-02 21:59:00,0.75,39.273,0,-85.11,0,92.2300501086,0,0,3,0,5
404,404,40459,2010-06-05 21:46:00,0.4,2010-06-05 22:10:00,1.75,41.1178,0,-87.33745,0,25.4856266202,0,0,3,0,14
405,405,1186560,2005-04-22 14:22:00,0.966666666667,2005-04-22 15:20:00,2.75,38.1688888889,0,-87.5133333333,0,55.2077767811,0,0,3,0,3
406,406,40451,2010-06-23 19:12:00,2.48333333333,2010-06-23 21:41:00,0.0,41.3612765306,0,-85.8370010204,0,124.200729856,0,2,3,0,4
407,407,2882,2007-04-03 15:15:00,1.25,2007-04-03 16:30:00,1.75,38.072275,1,-87.407975,0,58.6629432098,0,0,0,0,3
409,409,28259,2009-05-13 22:25:00,1.33333333333,2009-05-13 23:45:00,0.0,41.392825,0,-87.273375,0,71.2304055331,0,0,3,0,0
410,410,31162,2009-06-13 12:00:00,22.5,2009-06-14 10:30:00,0.0,38.95875,2,-85.91825,0,3.7571196622,0,0,0,0,11
411,411,1197140,2005-08-04 23:13:00,0.533333333333,2005-08-04 23:45:00,0.0,40.86,0,-85.615,0,4.14629406,0,0,3,0,8
412,412,1197141,2005-08-13 14:18:00,2.11666666667,2005-08-13 16:25:00,1.75,40.8718181818,0,-85.6640909091,0,82.6635118732,0,2,3,0,8
413,413,3873,2007-03-29 02:00:00,69.9833333333,2007-03-31 23:59:00,0.0,38.68,2,-87.52,0,2.1328433314,0,0,0,0,6
414,414,77480,2013-07-10 08:48:00,0.4,2013-07-10 09:12:00,1.75,41.3253,0,-87.182775,0,16.8369480165,0,0,0,0,0
415,415,90147,2014-08-01 15:32:00,1.46666666667,2014-08-01 17:00:00,0.75,40.43875,2,-86.927825,0,5.24328336328,0,0,0,0,10
416,416,23237,2008-09-13 03:00:00,16.0,2008-09-13 19:00:00,0.0,41.4920125,3,-87.2943875,0,52.3957290236,0,0,0,0,0
417,417,19100,2008-06-15 17:25:00,2.5,2008-06-15 19:55:00,0.0,40.137456,0,-86.5989,0,199.920376208,0,0,3,0,10
418,418,19106,2008-06-22 16:20:00,1.53333333333,2008-06-22 17:52:00,1.0,39.71602,0,-86.67267,0,83.8752437703,0,0,3,0,7
